Cantidad (en UM de inventario),VentaNeta,CodCliente,Número de documento,ItemCode,CodVendedor,Código de almacén de línea,Fecha,Descripción del artículo,CanalDeVenta,Kilombos
5,31723,C77122164,1056022,260502409101,4,B30,4-May-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1056303,260502409101,4,B30,6-May-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,C77271001,1057329,260502409101,4,B30,18-May-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,C76391592,1057403,260502409101,4,B30,19-May-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,C9696106,1057974,260502409101,4,B30,26-May-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,C77122164,1059271,260502409101,4,B30,3-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C14569812,1059738,260502409101,4,B30,9-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C11451611,1060393,260502409101,4,B30,15-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77271001,1060361,260502409101,4,B30,15-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C77122164,1061738,260502409101,4,B30,30-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C11451611,1061734,260502409101,4,B30,30-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C7150693,1062101,260502409101,4,B30,2-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C9696106,1063195,260502409101,4,B30,14-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C76792468,1063192,260502409101,4,B30,14-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77122164,1063190,260502409101,4,B30,14-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77188102,1063377,260502409101,4,B30,15-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77271001,1063379,260502409101,4,B30,15-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C11451611,1064219,260502409101,4,B30,27-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C77122164,1065615,260502409101,4,B30,10-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77293025,1066340,260502409101,4,B30,17-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C77406971,1066412,260502409101,4,B30,17-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C19058804,1066394,260502409101,4,B30,17-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C11451611,1067271,260502409101,4,B30,26-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C11451611,1068595,260502409101,4,B30,9-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77122164,1068868,260502409101,4,B30,13-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C9696106,1069232,260502409101,4,B30,20-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77271001,1069275,260502409101,4,B30,20-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77406971,1069426,260502409101,4,B30,21-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C76542343,1069594,260502409101,4,B30,23-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77188102,1069837,260502409101,4,B30,27-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77122164,1071824,260502409101,4,B30,19-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C77406971,1072097,260502409101,4,B30,21-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C14569812,1072173,260502409101,4,B30,22-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C12841651,1072341,260502409101,4,B30,26-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C12841651,1072341,260502409101,4,B30,26-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77271001,1073461,260502409101,4,B30,9-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C12163573,1073535,260502409101,4,B30,10-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77188102,1073654,260502409101,4,B30,11-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C9696106,1073793,260502409101,4,B30,15-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77122164,1074318,260502409101,4,B30,23-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33612,C11451611,1074352,260502409101,4,B30,23-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C76542343,1074766,260502409101,4,B30,30-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C12163573,1074890,260502409101,4,B30,1-Dec-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723.13812,T00001088,1053210,260502409101,62,B30,22-Mar-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723.32438,T00000734,1058796,260502409101,62,B30,1-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,T00001354,1059615,260502409101,62,B30,8-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1060372,260502409101,62,B30,15-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,T00001147,1060378,260502409101,62,B30,15-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000737,1060501,260502409101,62,B30,16-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001532,1060574,260502409101,62,B30,16-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77024192,1061021,260502409101,62,B30,22-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1061282,260502409101,62,B30,24-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C77222055-3,1061396,260502409101,62,B30,25-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1061520,260502409101,62,B30,25-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1061667,260502409101,62,B30,30-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000734,1061814,260502409101,62,B30,30-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77255147,1062367,260502409101,62,B30,6-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1062340,260502409101,62,B30,6-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1062352,260502409101,62,B30,6-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1062663,260502409101,62,B30,8-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1062817,260502409101,62,B30,9-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1062998,260502409101,62,B30,12-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000737,1063071,260502409101,62,B30,13-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001183,1063200,260502409101,62,B30,14-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1063491,260502409101,62,B30,19-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000906,1063646,260502409101,62,B30,20-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001354,1064163,260502409101,62,B30,27-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C7293477,1064165,260502409101,62,B30,27-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000734,1064760,260502409101,62,B30,2-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1064937,260502409101,62,B30,3-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77150676,1065944,260502409101,62,B30,12-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1065918,260502409101,62,B30,12-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001354,1066607,260502409101,62,B30,19-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1066664,260502409101,62,B30,19-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000847,1066602,260502409101,62,B30,19-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C15420190,1066861,260502409101,62,B30,23-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000906,1066970,260502409101,62,B30,24-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C77095709,1067508,260502409101,62,B30,31-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,T00000734,1068006,260502409101,62,B30,3-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C77024192,1068163,260502409101,62,B30,6-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C12197272,1068556,260502409101,62,B30,9-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000737,1069375,260502409101,62,B30,21-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,T00000734,1069510,260502409101,62,B30,22-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1069591,260502409101,62,B30,23-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77150676,1069741,260502409101,62,B30,24-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1069990,260502409101,62,B30,28-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001183,1069986,260502409101,62,B30,28-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77255147,1070447,260502409101,62,B30,4-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1071093,260502409101,62,B30,7-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,C15420190,1071304,260502409101,62,B30,12-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000734,1071514,260502409101,62,B30,14-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1071478,260502409101,62,B30,14-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1071496,260502409101,62,B30,14-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77150676,1071636,260502409101,62,B30,15-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001088,1071946,260502409101,62,B30,20-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C76789046,1072094,260502409101,62,B30,21-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1072214,260502409101,62,B30,22-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C6389501,1072733,260502409101,62,B30,28-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1072958,260502409101,62,B30,3-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33614,T00001424,1073477,260502409101,62,B30,9-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C76789046,1073480,260502409101,62,B30,9-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00000906,1073537,260502409101,62,B30,10-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77024192,1073514,260502409101,62,B30,10-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1073623,260502409101,62,B30,11-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77174342,1073717,260502409101,62,B30,12-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1073832,260502409101,62,B30,16-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1073858,260502409101,62,B30,16-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,C77095709,1074310,260502409101,62,B30,23-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001354,1074327,260502409101,62,B30,23-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001147,1074774,260502409101,62,B30,30-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33613,T00001323,1074800,260502409101,62,B30,30-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C7104239,1039135,260502409101,3,B30,28-Jul-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,76933925,1040574,260502409101,3,B30,20-Aug-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,76933925,1044742,260502409101,3,B30,29-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C6882195,1053253,260502409101,3,B30,22-Mar-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,28551,C77243480,1055813,260502409101,3,B30,29-Apr-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33615,C76013693,1065393,260502409101,3,B30,6-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33615,76933925,1072285,260502409101,3,B30,25-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,39545,C77240141,1074571,260502409101,3,B30,25-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,39545,C77270208,1074491,260502409101,3,B30,25-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33615,C76013693,1074597,260502409101,3,B30,26-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,39545,C77449399,1074729,260502409101,3,B30,29-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,33615,C76013693,1074962,260502409101,3,B30,2-Dec-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,C76916521,1033533,260502409101,95,B30,26-Mar-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1034285,260502409101,95,B30,16-Apr-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76916521,1034596,260502409101,95,B30,23-Apr-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C77024192,1035479,260502409101,95,B30,12-May-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1036221,260502409101,95,B30,28-May-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C14359705,1037808,260502409101,95,B30,1-Jul-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C77018978,1043699,260502409101,95,B30,13-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C77214421,1044436,260502409101,95,B30,23-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1044568,260502409101,95,B30,27-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C77024192,1044545,260502409101,95,B30,27-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1046360,260502409101,95,B30,24-Nov-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,c76782481,1027201,260502409101,95,B33,24-Oct-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C76792468,1028123,260502409101,4,B33,14-Nov-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,c76782481,1028133,260502409101,95,B33,14-Nov-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,c76782481,1028699,260502409101,95,B33,27-Nov-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C15486149,1029004,260502409101,11,B33,3-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C76673944,1029067,260502409101,4,B33,4-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,c76782481,1029804,260502409101,95,B33,23-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C76673944,1030856,260502409101,4,B33,21-Jan-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C12841651,1031207,260502409101,4,B33,30-Jan-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C15486149,1032872,260502409101,11,B33,12-Mar-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,29948,C76825371,1033083,260502409101,95,B33,17-Mar-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31513,C77061417,1034562,260502409101,4,B33,23-Apr-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31512,C76226490,1034896,260502409101,4,B33,29-Apr-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31514,C76825371,1035102,260502409101,95,B33,5-May-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,31723,C76371937,1036917,260502409101,11,B33,11-Jun-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,30252,C13479118,1018354,260502409101,4,B10,5-Apr-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
10,63445,C76855936,1036189,260502409101,42,B25,27-May-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445.54518,C0020,421558,260502409101,38,B34,22-Jun-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C15486149,1025287,260502409101,11,B33,16-Sep-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60505,C76673944,1027097,260502409101,4,B33,18-Oct-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C15486149,1027264,260502409101,11,B33,28-Oct-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77018978,1027354,260502409101,95,B33,29-Oct-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76542343,1027948,260502409101,4,B33,11-Nov-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C13458537,1028328,260502409101,4,B33,19-Nov-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76542343,1029158,260502409101,4,B33,6-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77018978,1029781,260502409101,95,B33,23-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C15486149,1029801,260502409101,11,B33,23-Dec-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76673944,1030131,260502409101,4,B33,2-Jan-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C13458537,1030370,260502409101,4,B33,9-Jan-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77018978,1030354,260502409101,95,B33,9-Jan-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76673944,1031448,260502409101,4,B33,11-Feb-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77018978,1031645,260502409101,95,B33,12-Feb-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76542343,1031931,260502409101,11,B33,20-Feb-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77018978,1032825,260502409101,95,B33,11-Mar-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63025,C76673944,1034869,260502409101,4,B33,29-Apr-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C76355492,1022712,260502409101,95,B30,18-Jul-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,59895,C77024192,1022732,260502409101,95,B30,23-Jul-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63027,C77095709,1035062,260502409101,95,B30,4-May-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,70030,C13097296,1038497,260502409101,3,B30,14-Jul-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63027,C77018978,1046577,260502409101,95,B30,26-Nov-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,77210285,1065265,260502409101,3,B30,5-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67230,P76374327,1070247,260502409101,3,B30,30-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67230,C7104239,1072681,260502409101,3,B30,28-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67230,P76374327,1074283,260502409101,3,B30,22-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63446,T00001239,1053146,260502409101,62,B30,19-Mar-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63446.17865,T00001183,1058981,260502409101,62,B30,2-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1059672,260502409101,62,B30,8-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C77153803,1059898,260502409101,62,B30,10-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1060729,260502409101,62,B30,17-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,T00000411,1061361,260502409101,62,B30,24-Jun-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77222055-3,1062716,260502409101,62,B30,8-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,T00001532,1063000,260502409101,62,B30,12-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77153803,1063460,260502409101,62,B30,19-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1064388,260502409101,62,B30,28-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77024192,1064642,260502409101,62,B30,30-Jul-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1066001,260502409101,62,B30,12-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,T00001147,1066909,260502409101,62,B30,24-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1067252,260502409101,62,B30,26-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,T00001147,1067517,260502409101,62,B30,31-Aug-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77024192,1069086,260502409101,62,B30,15-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77153803,1069735,260502409101,62,B30,24-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,T00001323,1069915,260502409101,62,B30,28-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67226,C77222055-3,1070270,260502409101,62,B30,30-Sep-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1071679,260502409101,62,B30,15-Oct-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77150676,1073140,260502409101,62,B30,4-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77153803,1073662,260502409101,62,B30,11-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77222055-3,1074540,260502409101,62,B30,25-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77174342,1074609,260502409101,62,B30,26-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,67227,C77153803,1074711,260502409101,62,B30,29-Nov-21,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C13458537,1023248,260502409101,4,B30,31-Jul-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76542343,1023286,260502409101,4,B30,1-Aug-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76542343,1024099,260502409101,4,B30,19-Aug-19,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,60504,C76673944,1033593,260502409101,4,B30,30-Mar-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C77061417,1036755,260502409101,4,B30,9-Jun-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,70030,C10855317,1037752,260502409101,4,B30,30-Jun-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C11451611,1037960,260502409101,4,B30,2-Jul-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63446,C9696106,1039283,260502409101,4,B30,30-Jul-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C13458537,1040733,260502409101,4,B30,24-Aug-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C13458537,1043170,260502409101,4,B30,2-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
10,63445,C76476825,1043651,260502409101,4,B30,9-Oct-20,Mani Cubierta Chocolate Leche Bl. 5Kg,Televenta,10
